 0,  0.000,   0.000
 1,  101.600, 245.300
 2,  99.400,  268.800
 3,  98.900,  180.300
 4,  99.500,  321.600
 5,  184.100, 246.200
 6,  173.500, 166.500
 7,  100.200, 338.200
 8,  99.100,  349.400
 9,  99.500,  282.200
 10, 99.400,  99.500
 11, 99.100,  99.400
 12, 99.300,  329.000
 13, 99.000,  344.200
 14, 99.700,  328.500
 15, 99.000,  341.000
 16, 99.700,  350.300
 17, 99.400,  312.200
 18, 99.200,  0.000
 19, 98.600,  0.000
 20, 100.200, 0.000
 21, 99.200,  0.000
 22, 99.800,  0.000
 23, 98.200,  0.000
 24, 100.000, 0.000
 25, 99.400,  0.000
 26, 98.900,  0.000
 27, 99.200,  0.000
 28, 97.700,  0.000
 29, 99.100,  0.000
 30, 99.700,  0.000
 31, 99.500,  0.000
 32, 99.200,  0.000
 33, 99.100,  0.000
 34, 99.600,  0.000
 35, 99.400,  0.000
 36, 99.500,  0.000
 37, 99.300,  0.000
 38, 99.100,  0.000
 39, 99.600,  0.000
 40, 99.300,  0.000
 41, 98.200,  0.000
 42, 100.300, 0.000
 43, 99.300,  0.000
 44, 98.300,  0.000
 45, 99.700,  0.000
 46, 99.700,  0.000
 47, 119.500, 0.000
 48, 99.200,  0.000
 49, 99.500,  0.000
 50, 99.300,  0.000
 51, 99.300,  0.000
 52, 99.400,  0.000
 53, 99.200,  0.000
 54, 98.700,  0.000
 55, 97.300,  0.000
 56, 99.900,  0.000
 57, 99.300,  0.000
 58, 98.500,  0.000
 59, 99.000,  0.000
 60, 99.600,  0.000
 61, 99.500,  0.000
 62, 98.500,  0.000
 63, 98.800,  0.000
 64, 99.300,  0.000
 65, 99.800,  0.000
 66, 99.200,  0.000
 67, 98.800,  0.000
 68, 99.900,  0.000
 69, 99.200,  0.000
 70, 99.400,  0.000
 71, 99.300,  0.000
 72, 99.800,  0.000
 73, 97.500,  0.000
 74, 98.000,  0.000
 75, 98.600,  0.000
 76, 98.400,  0.000
 77, 99.400,  0.000
 78, 99.000,  0.000
 79, 97.500,  0.000
 80, 99.100,  0.000
 81, 97.600,  0.000
 82, 98.800,  0.000
 83, 98.700,  0.000
 84, 99.900,  0.000
 85, 99.200,  0.000
 86, 98.600,  0.000
 87, 100.300, 0.000
 88, 99.100,  0.000
 89, 100.300, 0.000
 90, 99.100,  0.000
 91, 99.700,  0.000
 92, 99.400,  0.000
 93, 98.200,  0.000
